	Kingdom	Phylum	Class	Order	Family	Genus	Species	Score
7fce62b3e63e80b58db2cdf3bbc6ebaf	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9051661886
d2c848bee7c870e97d8973e5d64e859b	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9093618274
4c599615a3dff0b5c7bb709ab90d47a8	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9111281652
8830d8a6c5ad49d316386805d6ebbd70	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9168362743
00db4213da3a4cbfd6bdae1a2cd3e2ad	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9198950734
3eab4a35a14cd651d6408da94b9c673a	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.933609491
ade3c60ae9ddd71c018a9d77c8265628	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9347527624
4377035347deb47e9bf7f03abd32f91f	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9564474594
b90b070efcd5f26bbca11c197fc51362	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9640526724
dff076e5fcce0fab9682d5bb02f6e3fd	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9869230934
ed84aa911a765d161bab656c12834c87	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9977690392
d250d77c92e34091a585248fb8d36678	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9979820393
413d5198d730efae4cf2afea07f491b0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9988175928
701586f49b7f5fcbee05fea531ed5963	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	ND	ND	0.9999420416
4a9b041933fad41f48f4ca4cb58726ca	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	ND	0.9918504045
c218af927410d4bd617a7fc45baf18f1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	ND	0.830250836
8a59c98765eda50e6e671a21e7f14b48	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	ND	0.9133573102
a4489fabd350a09e97ca5083824edc8c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	ND	0.9981173402
fb385d3c185d90661438fd48029279e7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	ND	0.9984025096
18ee2583e197f1c994c90820cccc3f08	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	coagulans	0.8891905703
08f2f6a529ff7006d5a8eaa7fb560cd5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	coagulans	0.9684250976
6dbcfcc3b82ff5a7aa262bdab76662e0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	firmus	0.9839963887
62919d6e7f842c459ebfcf186c1359b6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus	0.928591357
fd93b54bd32c461733d45c4db31d6a9d	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	longiquaesitum	0.9963287389
edc4e710de3f0724c56f51e33a538562	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	muralis	0.8373592774
3bf97e66339c198c7339cbe238e582f4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.7900967079
1b99d519cbded40828992758b3c4ee17	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.8146087278
c83e661c04b69da06ff23fc33456bfcc	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.8169840178
e76897359fbcbd9ba42e4f87ca87f963	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.8251853809
e46ca8471c5ac82fcebbd56f36ba55c0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.8661593583
0df3cd9d84db6019732d86f4d0d6e85f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.8842391761
e9bd9641cde999554824d09ca251402e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9231646115
c1cb4bbe4017110b806d9ffd96adb367	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9469381505
13457190a6fc616807147e1e9444bfba	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9598713227
b447f2ffa0c9040b37e23b93c50e1b20	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9725323579
55bc33331e79b2d95b8553570c454ae7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.975581394
098035cd613baca17917385caaf535af	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9777221411
91c1b7e8a9961073c4033c217d9f90a8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9831674592
7501a572ef3d9686cfd226042a121161	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9834168469
eae67c623b221d99ff4f32451ad706b1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9870653938
816acacec24c7939d395a8b163b96278	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9897198788
b4c2bc7f5982d0629ab02912ea77133e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ND	0.9924354967
60cdc8affa9a6ce22b0c873d5861f464	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thermoamylovorans	0.9949562947
b95d51f108e9378005962c1748a66e9b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thermoamylovorans	0.9997879804
b9846ea8a036d1cedd833018667f66c1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thermoamylovorans	0.9997888887
95757629979d9c03a7cc44263a1c07dd	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	ND	0.8607511681
f816844aa86be820f43035eb50d33c3a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	ND	0.9999746106
79a6127015e1541457d95b0015322a68	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermodenitrificans	0.7644926617
52b2f4ba8e5f300ffa27b7c7c96dd168	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	vulcani	0.7778339706
b254949e55d6e70513ac3ca9d1c13d1e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	ND	ND	0.998556078
94bafa07aec24ff11ff1edddb8f21d13	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	ND	0.7405769989
52c14ae8664b5d0639ed60c53ecf67ef	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium	ND	0.9026496203
4dd4a505d5cd2442bd0be533677510b2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	ND	0.7161095597
06376dafe6b6ca5ba3aa6ce212f44ab5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	ND	0.7217883281
1de698874a6d9c060471498a5fbb5341	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	picturae	0.9592021697
69fa32e826d93c86be15c6e95f78b7d5	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.7053616161
3b768257a15f3c4ab4b620816763ae8d	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.720356874
b2a1fe940a9310a2b57000694b0cfc03	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.8008046692
1fc6c6729fc80fa9d0a1f90d035758f8	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.8178053409
1939a9266335ce4d83701d5aa98072b5	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.8234966188
ab1b478d5ea0faa96554745bd5bc9b05	Bacteria	Firmicutes	Bacilli	Bacillales	ND	ND	ND	0.892342443
58ca84dd9fcb7d7db34c8cad99451708	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	ND	0.9997935964
ad314e960add9a3094ad018c71f3b42b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	ND	0.9923799172
e8fb90c26b98a9fc65c5f53759daa3b0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.7161897965
4a5177e77a5082f2b745ee6d6407e58a	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.7225870105
e2a181422fdffda4b610bc6caec0e3c4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.7853463198
3d4fe638a11a8b3f7d6bd5ebe0bae9e6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8101039161
953475a7973af3e12c5a3e524580f330	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8169387369
74b80ebaa7cb2dc4df1cc7cca30816e2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.828084873
5a3502d1e2bcf65c49e3ef3fb11eec1b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8281722328
1d5ba92945a2279d107e51e66f98789e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8316058765
f6b030ddc384e5790d9f2399a6806548	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8419350064
03a8a831391cb02ddd4a82c2432eb103	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8568791259
ebaaad2bc659a1db9f445f5995eb9c6b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8650388763
877a27665f979be3cc453aebecabf80b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8659602766
a2024af0b06d582fd0aa65532523cc83	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8737194957
337a7591dbe62778175a4c10370c4bdc	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.8859593955
285883bf38e134db006e123c8ba39a82	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.888138355
9563aee5e57d09cdb6b0a2927fa38d08	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9173157939
0728eca162cc1b1571017e52bf8af8ce	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9614762691
707bbb5f688b269fa6fdd5b10e8e86f9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9675412546
c34502501740c18bbaabe945023e132d	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.978275707
3ac8abcdef029e4f087b9dfb0e4978eb	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9935976958
e3017f5f633d6f9e60e3d530b5bf7825	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9962556449
e4b94d5668c52262f4f5b0f645e3a564	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9983906029
b77999c8af2cc17350065737986ba130	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9988523342
a9d8b3d4b912631a822b4ed889ce7605	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9988574355
7a08b4a1c7b5d27354d5999855c3c2ee	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9989600007
f675ecd4eeaff8e1b17273bb9f7b2d78	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9990807689
69f0eb85925e062ea2d6cfdf33edf39f	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9996506058
40af5c4ad4be34ffba4956d687666c95	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9997362055
fc5b64fd23a4ab805aeb4816452fb9b7	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999134974
220022b832154abcc0ec7706bb845dc8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999137942
44a4dc8e7df0d1efb554e2c62a9c15e8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999323538
0d7208d1ac498629cd381fbdc207342e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999423776
370f1d7d0584f94a7c460afd7e0ac8f1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999550838
b0da63e850ab8b26cdae66982c4b2f5b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	ND	ND	0.9999827746
878d95f20fb188df84e520b9c16a3236	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9758101231
dc619f25e66c656229d9e06d8000d5ca	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9828728888
36477aad83566b7e47a51719bfe29ff8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9834291611
1c48854467623e0042c162ee9f45340a	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9862162456
d2f4f7679cbff3b40507622b1bb0b39e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9890079207
934d461718ee192e85eb35d10cf14a4d	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.993459645
bf83af96b8fd955823c708f08aca4cd1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	amylolyticus	0.9942150775
cc3c86b58e3b65461af2b4047893a9c6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	barengoltzii	0.8148360341
bf7f3fcd124d7366179d19312d82276e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.7493225008
07e9ad713f832268a3daba67734a246f	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.8178398189
dd218b8be9b0e983f11a9ed04da3117f	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.863073031
4873343fbce95b1bdd993fbe939f036c	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.8637683098
2007aa3d786482b559074996fad91e1d	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.8649219334
c09b212e0ae78bebaaeff765e8ec2803	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.9143620252
c5328641407a5a463f3ebaa58a1cb0c8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.9558353892
7449e896950d1fed07ab664f9db4a345	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chitinolyticus	0.9581127633
0985f55a0ac1d449202d474a4b6c6fe1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chondroitinus	0.99687235
d86e47483524ec5c577842d66d7aa322	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chondroitinus	0.9998407927
e2e6ce0a7d5c0085154e766778ca7014	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chondroitinus	0.999913542
06fa22b9033a8c67528b2165ae59cefe	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chondroitinus	0.9999260933
a00a1d4963c024468b72b695433fa6e4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	chondroitinus	0.9999981991
308458e09838223f319e4e8a01d13fdc	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7072841805
b1edb1eafc90ab23722ecf292c6b4852	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7163397329
5f85cc3039580c28c90c2b6f89557aa3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7244611393
c8c25ef932da3930b594e32d807df246	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7351843156
22dc2ac198840ef1d12cfd91e41b2e34	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7449751597
36c3863e62c5d82e99eabafed73df053	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7506411566
c00749f6231fb13e820d33682e4df634	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.755589347
c6990f4513816be9270dd1afe1055af5	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7559308588
340af98005a126b924dd8d16fe383882	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.757084756
db7a3616b7dd0762c54ae267d18b131b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7619364085
7898ebfa38384314f91eb28276c3de69	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7666380338
49d60f847ff49adeff92b9dfa59056e0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7800288626
395dfd81e651fc24c0bd8ff8ab423f52	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.7948024145
8bf4dd7882d9eefd9b6de9aad9e54739	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.8394423728
176992c3095d79a35322e242adc3160b	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.8744179109
f081a953bdcac7717b8838c21de6a7ba	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus	0.927749574
f98573b7bd9c2751fd1de2054a1368d6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.7345522908
d9ac63b9915d52d4d738aa31627fc416	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.746372259
5eb073fd3f36c73ddc2a3c4e4fee1ce8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.7557606776
12e676f782e7d3d27cc0b85f3bf69c67	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.7653505431
849ae91af74f4fc09a51070c2f4c80eb	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.7902662447
63af4ff62f7bda9d9dd737d16b1ae7a8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8017633201
d61838f4efce99a3f69a4fdd0516fd9c	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8119408454
c34cb87c43a979f08da81f3ccd5d7bd9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8200847198
ab2eea3ee86889a160f6c6f4611b4224	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8454121571
a689955a4088455d111bb7b876ca442c	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8475577624
c1ac493e6ca377a5a9445bce4a325989	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8629038444
a3a89402357ec497c2ddb6c8173e0cad	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8836049459
c7c987ccca94d59b097b2b7a5297d17e	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.8892400398
70999aa36d62595caa04534621a6fd69	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.9036188447
ecb20283c4e67cb05e0a14c6a7d13727	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.9121462208
dd6859ab8fe5a18bc3a11cacc5636cb1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ND	0.9124485453
6968dc22ce36fd87327958c98f9b9fc9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.7065842528
fdb4baa3887ba73fe802ea5512f50087	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.7068615611
8516f58429a1f12dde1f4903f85917f0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.709102568
61cf6c36be8485ce4c7ffebc47e613bc	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.7139658357
de47689e4a3d46c21dbf0fa8347b0faa	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.727976708
2b62fd25da27678a5c8f2519fc5781c5	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.7504355918
cbab57ad3f3370955cff0acf6bf81537	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	kuerlensis	0.7894229738
c80ebb262974bda432bba0d3ef11a22e	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	imtechense	0.9384901264
a70cdeeffaf34cf5bd99e4ad1ad03daf	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	imtechense	0.9741062833
8d2224e3a4b31856ad6aa015329c6af1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	imtechense	0.9743625527
1b4ffc2ca104c877a3c34713ced886fc	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	imtechense	0.9913847195
0e44b87bd8d44c4fb9925f8deede7a3a	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	ND	ND	0.9930410169
1311c9774fbf55759a5804b0789727bb	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	ND	ND	0.9970054402
39d52a89af3c3111d6f84337913de935	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	ND	ND	0.999170774
509bf918d014d0d1b81c9355f4aa11af	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	ND	0.7706145879
63f3ba27a5871c0ccc02db05dfbe4ffd	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	ND	0.8908367765
9c4a587eb171e6a1df90c3c4ad809fa2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ND	0.9879266029
b6d7b52270b89e749e5904e829d70748	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	ND	ND	0.9107987308
e400539b8556a3c6f67eb575d494039d	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	ND	ND	0.9311527591
ad7a35e0bbb3b5bbc20988dd188adb8d	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	ND	ND	0.9359114012
177b6a1232b6e3fd351e8c2539a1f9b8	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	ND	ND	0.9439699532
1eebf9a185ef503de3ad54b986abf7c6	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	ND	0.8908724304
0961e5abc36bb8def34bc3bf7b02f9f7	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	psychrophilus	0.9861922515
a1b9d60b9ade88befe745c47d4742666	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	ND	ND	0.7296190602
6a92dc9f911aefdca5cc7d3b0b6ebc46	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	ND	ND	0.8906271686
ff9b1652aeee62f84cb1dd471a8aff41	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	ND	0.8856655832
c4aad2c4cdb732c73fbbff2791fa76be	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	ND	0.9862764222
819beaf2d352ca38f17756fc479cae74	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	ND	0.9902779185
72373ffce317928ff209ac5c2a5a9c2e	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.7083279897
248bdf4afe0f9fd90a6abf27260ddd73	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.7720138602
dd164a2a0db1473de2c83644bc8f8178	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.882573309
f806e8a02351ffe54cad6e94b697eecb	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.9005424577
e1de9f4f2ef720f8179dd3e409a5a6c3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.942505854
b084d2ffacf25f8d335477f9e9fed9f3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	0.9493037641
aab8355739105df309913a21487987fb	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	lugdunensis	0.7286205975
0a8756abc3b029ea569cddbeb1ef027e	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	ND	0.8807049626
401d6963b8cb6dae843357540ecb075f	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	ND	0.8969448731
